"","LUV","JBLU","ALK","ALGT","GOL","GLUX","CPA","HA","SKYW","AAPL","KODK","WATT","KOSS","MSN","VUZI","UEIC","FN","PHG","ABBV","LLY","NVS","AZN","ADTN","HIVE","AUDC","ALLT","AVNW","ATEN","DAL","AAL","SAVE","CEA","ZNH","VLRS","UAL","volume.data.a6.df$ARCO"
"105",2665400,2886400,564100,343700,1272800,0,574900,560400,264700,105207600,87200,318100,11300,10500,244000,57900,142100,258500,6431400,4704900,2127200,1613200,163900,108840,265700,36800,20800,168200,4062500,3381800,754600,4700,4000,222400,1602200,398000
"106",1627000,2420600,635300,132400,407900,0,228300,274800,107400,65235600,664700,545300,5600,4200,223700,73600,96100,261700,4711800,1798200,1371900,3655300,111400,17060,90800,30400,4000,156700,2653600,2970800,208900,5800,6100,66800,905800,630600
"107",1098400,1200200,270600,60200,342800,0,303800,210700,93900,46617600,55400,150900,2400,1300,341000,36400,56200,161100,3042800,1243900,1324700,1445300,303000,47000,294600,28300,23800,190800,5628200,6850800,1020000,7200,11900,152400,1941600,295600
"108",2977200,3755900,904700,170700,384800,0,213500,328600,164500,94487200,162700,478500,10400,2500,221700,66800,197600,460900,6526400,2199700,1748800,8550200,189800,50960,299200,55400,29000,216300,6871700,7736600,1873100,2800,16100,201200,3352800,607000
"109",3669100,2985000,1078100,141600,625200,0,191700,633800,218300,114430400,81900,567000,2300,1400,388900,94300,213900,384900,10054500,2786000,1780400,3058500,232400,0,369200,16000,127200,335200,4760100,4805300,1148100,4600,4400,270300,2072400,633900
"110",3379700,12866600,776200,99400,922000,0,126700,542500,211800,67181600,51900,347500,5200,2200,275800,78500,179000,277400,6174600,2597000,1342300,4901000,281200,36120,238900,26300,36000,278500,3899900,4994500,824900,7600,6500,259500,1959700,293000
"111",2791700,5674300,560800,94500,281900,0,276400,325400,221300,74424400,120500,401800,5100,13200,166300,75400,238800,355000,6072100,3003200,1242200,2302400,410100,27620,208900,68200,18200,302100,4568200,6093100,864600,8300,3100,373400,1485300,3394800
"112",2257000,5108500,834800,120800,812000,20000,259000,373900,184200,106075600,414600,401300,17600,21100,232700,63400,195800,412900,6044600,2462800,932100,2477400,274600,39800,172300,34500,61400,377100,4057000,4474400,775800,6200,7800,386900,2160900,626500
"113",2553700,3267500,860100,153600,984100,10300,276800,347000,258100,128042400,262500,1339600,4000,22300,123600,57900,157900,759200,5582700,2335100,2389200,4628100,248600,47400,215100,36100,9400,177800,4871900,7538700,1127600,3900,7800,215700,1994800,752900
"114",2785000,4399500,744700,175600,1423600,193,260200,419100,233600,90420400,142600,534400,157900,11100,128800,53000,253300,679700,7816000,3592600,1702500,3441400,133200,23440,184400,68900,9200,179400,5544300,5434600,591500,12400,7900,129300,2418200,752900
"115",4881300,7495100,854000,135900,1216200,0,168400,257300,169500,78756800,799300,319800,15500,700,127000,39500,448300,368400,7326400,3438100,3012300,3233500,226600,140580,209300,141900,75600,161800,8868000,9645300,732700,23500,26200,197900,2903600,945200
"116",4054800,5639500,1553800,106300,1140800,0,350800,600900,229700,137310400,693600,371600,15400,2100,247100,57600,252900,767800,6260500,2959400,1377200,1930000,237200,103380,253300,67500,35000,283300,4440400,5965200,919400,20100,22100,359700,1972800,639700
"117",2705400,4297000,1120700,151000,1090900,0,436100,340100,396700,133587600,253400,505500,8500,4100,318300,53900,235200,500900,5975200,3343900,1365200,1825400,191200,121020,275400,669600,22800,455500,7460700,6997300,974500,27900,42400,223600,2090200,548600
"118",3293900,3241800,1220300,194600,683600,27986,368400,612900,172300,128186000,274900,641700,8600,2700,195300,72600,384400,344700,6723300,3468400,2271000,3149800,252900,403460,197700,87900,14800,233700,6663200,5920300,2491700,9000,16900,182700,2218400,512800
"119",3965600,3625300,1545300,156200,555500,0,577300,1132700,230800,114158400,369800,426700,6300,3800,364200,52700,289000,655100,8750000,6718800,1305300,1405000,167500,109800,239100,129200,13200,268200,5026900,4633800,1006000,5900,6500,141700,1876900,464600
"120",3930600,3089700,1807200,91000,480900,547,293500,328700,457200,116028400,1081600,324800,14500,14000,251600,92700,350800,542000,6490100,8173000,1418700,3365900,329600,64600,253700,343700,11200,385600,4455700,6295100,1996200,8200,8700,173400,2172500,712900
"121",3833800,2414600,1106000,107700,801000,12000,187100,589600,553100,98369200,419900,825100,10000,3500,216200,75200,234500,418500,5447000,4423400,1654200,4377300,857900,63700,200600,57600,26600,1544600,6025700,12277100,1445000,22600,16900,207900,3025900,793000
"122",7819700,6308900,1401900,196000,419600,0,252300,1404800,1016700,275978000,209500,604500,4600,25400,415900,505600,681200,463200,19134800,9229900,1672700,4715100,163500,91240,230200,128900,7000,182900,3648100,9291100,969700,12100,21200,104300,1905900,386800
"123",7845800,2510500,1099200,88700,319300,0,129400,448800,265800,98572000,384100,752100,19300,8500,125100,54300,116600,339800,5907200,2473400,1624700,3189900,117100,55500,86000,196800,2800,93100,1076000,2373600,300200,2200,5500,60600,771100,391100
"124",1326400,875200,360800,38000,100300,0,53100,161600,70400,48478800,88600,344400,27900,700,140500,38400,69200,190300,1798800,1215800,433600,755800,151200,116740,145000,117300,9400,185500,2464400,4746500,639300,2600,11200,108500,1039700,1683800
"125",1930800,1732800,519600,60500,180300,0,88900,249100,141800,93121200,150000,458100,27100,30000,159100,38100,58300,183000,4066700,1272000,730400,1013100,164700,72600,139900,73800,23600,184700,3538600,8416500,1070000,5300,15100,225200,1402100,563800
"126",3348200,2498000,1011800,60800,298900,287,85000,309700,157700,146266000,863000,678100,14900,48700,203800,41200,135000,279100,4087800,2161300,1083700,1636200,154000,127860,165500,73900,40800,189200,3779300,4940300,1439000,11300,14100,109800,1799900,1123800
"127",2696300,2645100,861800,146800,555900,0,180400,457000,157400,144114400,934900,541300,28300,29600,388700,55600,134200,214000,7014800,1856200,883900,1960300,413100,114200,238300,58000,13600,150700,2917300,4396800,796000,14700,12700,61100,2073700,481700
"128",2881100,3468400,735300,83000,356500,0,155600,471100,266400,100805600,996100,700600,10300,24600,481500,100400,175900,254000,4702100,1549800,1021100,1750000,175800,49980,325700,103700,9000,142200,4459200,6451100,1027400,27500,21900,105200,2769800,381900
"129",3713000,3199400,1396600,101200,733800,20300,295700,439500,349600,135480400,1074900,5193400,4900,11600,249000,84200,218100,604700,5639200,2204200,1213000,3587300,227200,88680,209400,64800,18200,192900,9078100,14008900,1327700,8100,10600,177200,3562900,471200
"130",3536100,5434300,1404600,123300,800700,1000,554800,527800,246900,146322800,242900,771400,4900,8900,316300,85000,212100,414900,5988500,1963500,1062300,1208700,125200,168540,456100,99400,77000,156400,5504300,6105800,1003500,18500,18400,209400,2652700,677600
"131",4200300,2834300,1342700,149700,1054800,0,453300,494600,189500,118387200,370300,688100,122100,11000,316000,102800,266300,324300,6786600,2102900,1487600,1992300,204600,289720,177600,134200,19000,157100,5563000,6105900,866700,7700,13700,245300,2581300,752500
"132",2997600,2662500,1041500,62300,589600,26850,334900,457400,300200,108872000,760000,717500,13900,32200,408900,74500,135600,517300,7242500,2448300,1150200,1871900,138300,234660,198400,61300,35000,352300,8519000,10496800,1193700,14500,19300,264800,4152500,377900
"133",4103100,5177900,1438500,91600,1297900,30000,520700,507200,164500,132079200,437100,366900,3000,9200,237600,53100,173700,575900,7696800,5188600,982100,1869000,246800,57160,131200,79700,15200,404300,5336700,6898900,1331600,13900,15900,312200,2252200,417000
"134",3850700,3837900,1140400,128400,807200,900,446200,432800,183800,170108400,404200,801000,1700,25900,378400,77200,207500,664900,7518000,4522800,768200,1959000,121600,76980,135500,31100,27200,306600,8279700,8106800,1707500,12400,22200,189000,2035700,227500
"135",4051400,3715300,1007600,77800,704300,0,136900,502200,161500,140644800,509200,525500,5400,9300,832400,115600,162900,391200,8581400,4177600,1706900,1872900,130500,72420,491400,77300,30400,236300,8414200,5874400,1199500,11300,12200,178700,2707600,1028400
"136",3958600,8568900,629500,100500,582500,0,291500,441700,395200,121532000,820700,462500,500,8300,699200,135200,182900,673100,9292200,5117100,1582700,2395900,165900,154340,221300,56300,15000,199200,16454100,8888900,1204000,14600,37000,233500,3243500,323500
"137",5007400,7008200,994700,129300,576600,2500,269900,475600,332400,161954400,706600,1025900,3200,4700,673200,89700,236700,656400,8876900,4685200,1084000,2230800,125900,262700,150500,51100,52800,154100,7953400,5689900,819300,10300,17700,189000,1878900,251800
"138",4097100,5103000,782300,115800,581100,0,282700,360200,337800,121923600,227000,462900,15700,2200,1101400,80400,168700,429100,8490100,3676500,1546600,2489400,144200,102900,257000,50700,13800,191400,4950300,6442800,2985900,2900,11600,193500,2427500,458900
"139",2950500,5806400,966200,99600,569400,0,240600,450000,188400,108829200,199900,346800,5100,24300,985800,105000,402900,301500,7073200,3794800,1441100,3078300,166200,118100,238500,173300,44800,272900,5770000,7379400,1540900,6600,5800,270100,4221100,589300
"140",3999900,5571700,943900,637100,445200,0,146100,381200,241600,137816400,271900,2188200,2400,20000,654300,65600,265300,484900,10122300,5393200,1854700,2685900,215000,52820,249100,48300,23200,260200,16592000,16409400,1974000,109500,87600,264200,9546700,2088000
"141",6753500,10829400,1636300,187000,742300,10000,339100,1158900,248400,110843200,170900,1181400,6400,17700,902300,55900,152300,351400,13552000,4849500,2616700,1964100,143000,163580,205600,106100,26000,146000,7096400,9852600,946300,81100,81400,630500,8453200,298300
"142",5303600,12402500,1398000,210500,694300,0,592900,1065400,171300,101832400,230100,1871000,5500,62800,418400,107400,410100,521300,6438900,2742100,2763000,1924000,358000,164540,161300,510400,61600,225000,7774500,25611100,1237300,60700,59900,414300,6194300,646200
"143",6784500,15989700,1409800,210900,1064100,0,235200,776300,225700,104472000,325800,1471500,500,21800,355100,80400,237200,357700,12266800,3138700,2122800,1560800,175800,108620,189700,113200,17200,136900,10989500,18067800,1255400,44900,53800,333600,6869800,473400
"144",7995100,11268400,1127200,127700,759400,0,138700,823300,180500,146537600,257900,714300,6700,7600,523800,64000,169900,696000,13215400,3183300,5575300,4466500,381500,125280,783800,64300,43600,152000,13090200,21573800,1085200,115400,135100,720600,8671300,478200
"145",8275100,8534300,1778300,260200,1451900,0,416800,973700,164700,161940000,178200,601400,3800,12300,659700,67700,162800,1226000,13832000,2826400,1410100,2265600,161300,191180,1411100,87200,16800,132800,6343700,11939200,1027000,89400,94100,625900,7575600,345000
"146",6242300,5055300,2214700,164500,888400,0,435800,520600,328600,162234000,114700,421100,5200,5600,517100,105000,210500,947800,8614400,2649100,2442200,1765400,210600,190900,1135600,45400,104600,185200,5662000,9088700,1180400,58200,61100,544800,5508200,441100
"147",6666000,3565200,2466200,321400,682600,0,183800,515200,142200,216229200,183200,636000,6400,45000,290000,60600,276800,760900,5703200,2815500,3156700,4044800,220800,321880,820000,92300,29000,143700,5980700,10685500,870400,33100,109600,842900,5900400,247000
"148",5129600,4754100,2127200,244100,1645900,0,274000,732200,274000,126743200,183000,665100,5000,57300,283000,37900,173400,423900,10870000,5243400,1849800,5974200,229300,242620,609000,170400,35200,172000,9320800,11027900,1101100,35600,114600,1202000,5196600,245900
"149",5552100,6018100,1581600,224700,797800,0,309700,917500,715800,199588400,98700,393100,19200,6200,253500,90200,336600,512800,13870100,3913500,2067100,4129300,228800,169020,1219900,149100,13400,164200,7497600,7630400,1220100,45300,60500,554200,3950600,274400
"150",4071100,4303500,1696900,202700,616500,0,240000,902800,610500,173788400,114500,437000,6600,14000,157300,65400,404300,534300,10143700,5137800,1615100,1990900,156500,127640,513000,2094100,19800,335000,6880800,10832900,1048800,89000,98200,434900,6423900,738100
"151",3619400,4041500,1513900,141300,553300,0,262200,787100,572600,136616400,142300,825600,6000,8500,199700,88500,639700,556100,8251500,3177500,1312800,1698800,244900,290980,598100,686100,16600,122000,6067000,8959700,1867800,59900,86600,327100,6993700,388200
"152",3162700,3349600,1332200,170500,834600,30670,231900,744100,653900,118826800,81700,448100,4400,14500,176500,50300,318000,411700,10020600,4060900,2897100,2303000,415900,645020,603800,285800,26800,135000,5210200,8335800,4124800,91500,45100,503800,5218800,178800
"153",4332000,5917100,1531100,115800,631300,297,265000,838100,353800,105425600,109400,294700,3200,4000,435500,54100,176400,876800,7769700,3285000,2116800,2531000,591000,659300,259700,231900,47800,212700,3836800,6231800,1431100,65400,37200,197000,3129700,212900
"154",2703600,3756300,1338900,230100,931500,0,155100,595900,329800,117684000,155500,201200,3500,3000,158700,136800,192400,362600,19090300,2670400,1586700,1995500,304300,844500,306900,240800,33200,132700,4541100,15134300,990100,34900,57400,285100,3492700,508900
"155",2882100,3389400,812900,193000,703100,0,302300,524400,243500,109348800,232200,300600,4100,3700,173300,111400,202900,343700,13998300,4892100,1455000,1983200,377200,873300,371900,205200,37200,233200,4566500,8977700,1354200,48700,52200,384600,2763600,458000
"156",2848600,4803900,788300,102900,827700,0,209700,402900,228900,94323200,190600,1044300,3800,14700,501800,98300,264600,428300,10682800,2976400,1862300,1848800,363100,1254120,204200,352500,36200,540200,5227500,9315400,652100,40200,82800,318600,2907100,313000
"157",2234200,4592400,932600,116100,985300,0,291000,386700,336400,113730400,85900,815400,2800,2000,304300,66700,212400,472400,10591000,3953200,3000200,2483000,219700,507380,742900,119700,49200,403700,4353100,9119400,1039800,39300,55500,247400,2998800,365200
"158",2401800,4943600,1538600,87300,495700,0,594300,579700,295600,94747600,195100,625500,8300,4200,357400,57100,399500,417200,10613000,3455500,1676100,2807500,182100,413380,216900,64400,70800,353500,3810100,5524800,731000,15500,38600,367500,3119700,309900
"159",2481800,5467400,1006300,74300,788500,0,452500,485100,253400,80113600,216100,412300,1000,600,235300,62700,170100,473100,11175800,2273700,1058200,6665400,276200,420940,235400,110800,33200,440200,5690600,10485100,1156400,18400,34000,393300,4183400,742100
"160",3086600,4065000,1265900,206800,789400,0,382500,550000,190100,152531200,165700,344100,15300,9000,164500,80900,281000,376700,9406300,2858200,1130800,3927900,229500,239020,170500,203800,8000,202300,4399900,8400700,1639200,196500,93300,237700,3350300,628600
"161",2135100,4196700,863800,204600,632900,0,233500,762000,327800,93984000,99300,428000,36100,900,214500,155400,125600,307400,6349100,3082800,1331600,3269000,306300,207900,416000,180200,16400,339800,5239400,10093400,1694500,31800,43000,122500,2893900,669600
"162",2924800,3368200,786900,191300,2257200,0,252000,387400,385200,100566000,212500,722800,19600,3200,108400,168000,176800,869800,5446200,3417000,1283400,3000200,352800,197180,271200,107000,12600,374400,6295600,11253600,935100,79500,35200,195500,4541400,178200
"163",2324600,3574800,926500,305900,1042000,0,169700,441400,284300,129554000,122700,482800,3600,1200,135000,328000,221800,771500,6676000,2900900,1452600,4105800,227800,410000,393100,188000,43400,391900,17983100,21713200,2938200,78100,74700,261700,6332900,303600
"164",7538400,4807300,1285400,183000,1590400,0,571200,817700,343600,222195200,328300,863200,51500,1900,335300,207600,376700,1478600,10705100,4727400,4167900,4537600,784300,467040,341500,226900,37400,443300,15836500,22296900,3006200,42900,59500,457100,8076200,392500
"165",9351700,7477400,1685800,256100,1276300,0,399200,969200,566000,230673600,275800,450500,2000,1900,315100,222600,272500,1456900,11366400,3401600,7630900,4347100,214700,365720,312900,179500,135000,651500,15985900,19610300,2867600,34400,39600,901700,9363900,453700
"166",9286300,9700200,1813900,153800,2911800,0,683900,1115700,795700,198054800,180700,798200,27900,6600,286600,242800,190600,1137700,9786900,4659000,5514300,3900300,307100,224600,458400,250500,65800,643300,21949100,31897300,3802100,106800,64900,704300,10257100,875100
"167",10355900,12930600,2704600,395500,2790800,500,1156400,1285200,989900,320605600,204500,1127900,2300,20400,549500,135800,289000,1580300,14184100,4292800,4530900,4055800,583400,290960,734200,199100,34600,474100,19851300,37093200,3599800,38100,63400,595100,9930600,629900
"168",11851000,12167300,3535300,559300,2554700,0,753400,1303200,708100,426510000,251300,793300,19400,6200,411100,143100,503600,2423800,18450000,7898300,4826000,5656500,326400,276820,402800,102300,10200,373500,20098700,38738000,4539200,70300,56300,688500,13015200,476600
"169",9043200,12108200,3075000,524500,2029800,237,839300,1440300,1126600,341397200,165200,917100,9000,25900,152300,199700,337000,3134800,12171100,7355700,3202300,6134400,325400,170500,458900,186600,6600,253000,26344100,35402500,2926900,58200,55000,934500,9208800,770900
"170",7338100,10002500,3415200,363400,2743300,0,580500,1412000,1020400,319475600,146900,2026800,2600,21300,318200,111700,318500,1650000,12660900,6936600,2425900,4247800,182100,94000,285200,160400,21800,255900,20381800,44362100,4020400,47700,45600,695400,10671200,711000
"171",8990300,14953200,3480600,410900,3151900,0,308300,1788800,516800,219178400,75900,720100,14600,17500,394100,105800,307100,1014000,16590400,5301900,2416500,3337400,682200,289920,386200,195700,28800,357500,22918800,44656800,6721400,35700,57000,435500,13974700,708700
"172",10774800,14201100,3859200,326500,4399600,0,707000,1839000,849000,187572800,251900,668100,1600,11500,261600,109100,621800,2240000,9688400,6882100,2388900,5756900,261100,243980,722800,150500,80200,605200,25809300,54505000,5759400,117700,54000,438500,16492200,857500
"173",10708100,15994700,5041700,282900,4169400,0,640200,2215100,1145500,226176800,203300,1112900,5300,9900,184800,113700,495900,2034400,12664600,8010700,5624700,3439100,210100,321160,479700,313500,54800,731800,25784700,42558000,3369000,115700,61200,466100,12307600,417100
"174",9602300,16995800,3413800,376500,1530200,1353,601200,1521800,582000,286744800,348700,618900,21700,32700,796900,103300,323100,2422400,15806200,5351300,5811000,5031200,423600,147700,228000,89600,28200,383800,28693300,56972700,5673900,57300,84000,431900,15642900,559800
"175",9366900,18521600,3140000,498900,1986600,0,967200,1553200,9e+05,285290000,307400,367800,45200,3300,430000,106200,556300,2227600,12965800,5961200,5580300,9144800,450700,178460,555300,237300,26600,535000,23542000,43705800,3562900,45200,47200,341200,10899400,1226000
